sentence,intent
"grimes distinguished professor of computer science , director - institute of cybersecurity and privacy perdisci@uga.edu view my experts profile shannon quinn associate professor spq@uga.edu view my experts profile lakshmish ramaswamy associate director , professor of computer science laksmr@uga.edu view my experts profile khaled rasheed professor of computer science , interim executive director, institute of artificial intelligence khaled@uga.edu view my experts profile eman m. saleh senior lecturer of computer science , phd, cairo university, 2010 eman.saleh@uga.edu view my experts profile ari schlesinger assistant professor ari.schlesinger@uga.edu view my experts profile diane stephens lecturer diane.stephens@uga.edu view my experts profile jin sun assistant professor of computer science jinsun@uga.edu view my experts profile nazish tahir lecturer nazish.tahir@uga.edu view my experts profile jonathan vance lecturer jmvance@uga.edu view my experts profile wenwen wang assistant professor of computer science , ph.d.: university of chinese academy of sciences, 2014 wenwen@cs.uga.edu view my experts profile zhen xiang assistant professor of computer science zxiangaa@uga.edu view my experts profile geng yuan assistant professor of computer science geng.yuan@uga.edu view my experts profile soc leadership faculty regular emeritus courtesy appointment adjunct graduate students staff administration",announce_lecture
"leadership filter by research areas - any - algorithms and combinatorics artificial intelligence bioinformatics and health informatics computational genetics computational intelligence computer networks computer vision and image processing computing education cortical architecture imaging and discovery databases and distributed information systems human-centered computing operating systems parallel and distributed computing parallel processing real-time systems robotics scientific computation semantic web and semantic web processes simulation gagan agrawal director , professor gagrawal@uga.edu view my experts profile lakshmish ramaswamy associate director , professor of computer science laksmr@uga.edu view my experts profile soc leadership faculty graduate students staff administration",faculty_news
"faculty filter by research areas - any - algorithms and combinatorics artificial intelligence bioinformatics and health informatics computational genetics computational intelligence computer networks computer vision and image processing computing education cortical architecture imaging and discovery databases and distributed information systems human-centered computing operating systems parallel and distributed computing parallel processing real-time systems robotics scientific computation semantic web and semantic web processes simulation gagan agrawal director , professor gagrawal@uga.edu view my experts profile ismailcem budak arpinar associate professor of computer science , ph.d.: middle east technical university, 1998 budak@uga.edu view my experts profile brad barnes principal lecturer of computer science , undergraduate coordinator bjb211@uga.edu view my experts profile jack bass lecturer jack.bass@uga.edu view my experts profile suchendra m. bhandarkar professor of computer science , ph.d.: syracuse university, 1989 suchi@uga.edu view my experts profile liming cai professor of computer science , graduate coordinator liming@uga.edu view my experts profile michael cotterell senior lecturer of computer science , undergraduate coordinator mepcott@uga.edu view my experts profile prashant doshi professor of computer science , interim associate director of research, institute for ai pdoshi@uga.edu view my experts profile fei dou assistant professor fei.dou@uga.edu view my experts profile shelby h. funk associate professor of computer science , ph.d.: university of north carolina, 2004 shelby13@uga.edu view my experts profile le guan associate professor of computer science leguan@uga.edu view my experts profile zichen gui assistant professor zichen.gui@uga.edu view my experts profile bill hollingsworth senior lecturer of computer science , ph.d.: university of cambridge, 2008 billh@uga.edu view my experts profile yi hong adjunct assistant professor of computer science , ph.d.: the university of north carolina at chapel hill, 2016 yi.hong@uga.edu view my experts profile maria hybinette associate professor of computer science , ph.d.: georgia institute of technology, 2000 ingrid@uga.edu view my experts profile hemadri jayalath lecturer hsj81591@uga.edu view my experts profile manijeh keshtgari senior lecturer of computer science , phd.",announce_lecture
": sharif university of technology, 2004 m.keshtgari@uga.edu view my experts profile mustakimur rahman khandaker assistant professor of computer science mrkhandaker@uga.edu view my experts profile in kee kim associate professor of computer science inkee.kim@uga.edu view my experts profile krzysztof kochut professor of computer science , ph.d.: louisiana state university, 1987 kkochut@uga.edu view my experts profile salvatore lamarca lecturer slamarca@uga.edu view my experts profile jaewoo lee assistant professor of computer science , ph.d.: purdue university, 2014 jaewoo.lee@uga.edu view my experts profile kyu hyung lee associate director, institute of cybersecurity and privacy , graduate coordinator kyuhlee@uga.edu view my experts profile yiheng liang lecturer of computer science yiheng@uga.edu view my experts profile ninghao liu assistant professor of computer science ninghao.liu@uga.edu view my experts profile tianming liu distinguished research professor of computer science , ph.d.:shanghai jiaotong university, china, 2002 tliu@uga.edu view my experts profile jin lu assistant professor jin.lu@uga.edu view my experts profile sachin meena senior lecturer of computer science , ph.d.: university of missouri, columbia 2016 meena@uga.edu view my experts profile sami menik lecturer sami.menik@uga.edu view my experts profile john a. miller professor of computer science , ph.d.: georgia institute of technology, 1986 jamill@uga.edu view my experts profile ramviyas nattanmai parasuraman assistant professor of computer science ramviyas@uga.edu view my experts profile wei niu assistant professor wniu@uga.edu view my experts profile hao peng lecturer of computer science , ph.d.: university of georgia, 2019 penghga@uga.edu view my experts profile roberto perdisci patty and d.r.",announce_lecture
"grimes distinguished professor of computer science , director - institute of cybersecurity and privacy perdisci@uga.edu view my experts profile shannon quinn associate professor spq@uga.edu view my experts profile lakshmish ramaswamy associate director , professor of computer science laksmr@uga.edu view my experts profile khaled rasheed professor of computer science , interim executive director, institute of artificial intelligence khaled@uga.edu view my experts profile eman m. saleh senior lecturer of computer science , phd, cairo university, 2010 eman.saleh@uga.edu view my experts profile ari schlesinger assistant professor ari.schlesinger@uga.edu view my experts profile diane stephens lecturer diane.stephens@uga.edu view my experts profile jin sun assistant professor of computer science jinsun@uga.edu view my experts profile nazish tahir lecturer nazish.tahir@uga.edu view my experts profile jonathan vance lecturer jmvance@uga.edu view my experts profile wenwen wang assistant professor of computer science , ph.d.: university of chinese academy of sciences, 2014 wenwen@cs.uga.edu view my experts profile zhen xiang assistant professor of computer science zxiangaa@uga.edu view my experts profile geng yuan assistant professor of computer science geng.yuan@uga.edu view my experts profile soc leadership faculty graduate students staff administration",announce_lecture
"mission to offer rigorous undergraduate and graduate degree programs for students seeking careers or further study in the field of computer science; to support faculty research efforts in applied, theoretical, and experimental aspects of computer science; to co-operate with other uga departments and schools on interdisciplinary research, instructional, and service programs; to engage in outreach to the local community and beyond so that computer science can have a positive impact on peoples' lives.",faculty_news
contact us visit us mission statement,ask_contact_info
visit us prospective students prospective graduate students should contact drs.,ask_contact_info
"visitor parking is available in the south parking deck (parking area s11), located adjacent to the uga hotel and conference center.",announce_event
things to keep in mind when scheduling your visit check out the uga academic calendar so that you know when classes are in session.,ask_timeline
you may also want to look at the uga master calendar .,ask_timeline
"check in at main office reception, 415 boyd research and education center.",ask_contact_info
tours of the university of georgia campus please contact the university of georgia visitors center to arrange tours of the uga campus.,ask_contact_info
tours can be scheduled for both weekdays and weekends.,ask_timeline
undergraduate students may also want to contact the office of undergraduate admissions in terrell hall and schedule an information session appointment.,ask_admissions
"graduate students may want to contact the office of graduate admissions 310 herty drive, brooks hall, athens, ga 30602 contact us visit us mission statement",ask_admissions
"information for school of computing graduate students seeking financial aid ta and ra applications for school of computing graduate students will re-open february 3, 2025, for fall 2025 graduate assistantships.",ask_admissions
"applications on april 30th, 2025. note: qualified, and accepted school of computing graduate students can apply for teaching assistantship.",ask_admissions
school of computing current and prospective students ( accepted and prospective) can apply for research assistantship.,student_opportunities
international students must provide qualifying english proficiency score in their ta application to be considered for ta.,ask_admissions
we will not be accepting revisions to ta/ra application documents by email or duplicate entries.,ask_admissions
your ta/ra application must be submitted as complete.,ask_admissions
please note: a us masters degree does not waive the english proficiency required for ta ship.,ask_graduate_program
"phd students are priority, then ms students will be considered.",ask_graduate_program
"students will be notified to their uga email, until department needs are met.",ask_contact_info
"1) graduate school awards to be eligible for school of computing nomination for the graduate school's university-wide awards/assistantships, all general application materials must be received in the office of graduate admissions by january 1st .",recognize_award
"funding from graduate school 2) departmental teaching assistantships several ta positions are available for fall and/or spring semesters, as well as, a limited number of positions for the summer term.",student_opportunities
"uga teaching assistants need the following valid english proficiency test scores, to demonstrate english language proficiency ( international students only): toefl speak 26 or higher; ielts speak band score 8.0 or higher; duolingo overall 135 or higher; uga placement level 4 toefl speak 23-25;ielts speak band score 7.0-7.5;duolingo overall 115-130;uga placement level 3 instructor of record: ita-tep level 4 placement and completed gsrc 7770 and * additional requirements ( priority for school of computing ta ships) regular ta : ita-tep level 4 placement and taking gsrc 7770 or level 3 and enrolled in lled 7769 limited duty ta: ita-tep level 3 and taking lled 7769 lab ta's: applying for a ta position means you are willing to perform any assigned duties.",student_opportunities
"* additional requirements note: if you are an international student (1) from a recognized english-speaking country (as determined by the graduate school), or (2) who has completed a four-year undergraduate degree at an accredited institution in a recognized english-speaking country no more than four years prior to beginning your degree at uga, then you do not need to demonstrate english language proficiency.",recognize_award
to be eligible you must apply using the link below: ta application link 3) research assistantships there are research assistantship opportunities from both faculty inside and outside the school of computing.,faculty_news
"to assist in the process of matching students with school of computing ra opportunities, please apply using the link below: ra application link interested students must provide a current resume and letter of interest.",ask_admissions
you should target the answers in your application to your qualifications and interests.,ask_admissions
4) part-time employment graduate students have found part-time employment with: enterprise information technology services (eits) internships (csci 7007) in information technology on-campus jobs graduate degree programs graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association,ask_admissions
graduate student conference travel sources of travel funds graduate school school of computing major professor a. graduate school travel grant funding request : graduate students may qualify for conference travel funding.,announce_grant
"please submit the following to ms. samantha varghese, slvargh@uga.edu by the stated deadlines found at below link.",ask_timeline
"1.travel information sheet-as pdf ( request by email from slvargh@uga.edu) 2. abstract-as pdf 3. copy of unofficial uga student transcript-as pdf 4. conference paper acceptance-as pdf graduate school funding guidelines ( click here) b. school of computing travel funding request -whether you have received graduate school travel grant funding or not, if you have an accepted paper, you may request school of computing travel funds.",announce_grant
"students must provide an abstract, paper acceptance, and indicate other sources of funding, such as your major professor travel funds, to school director.",faculty_news
c. major professor funding request -you may seek major professor travel funding for your conference.,announce_event
"please forward to slvargh@uga.edu a pdf of your major professor email with amount to fund toward your travel, and account to pay from (chart string).",faculty_news
"be prepared to pay for travel costs not covered by graduate school travel funds, school of computing funds, and major professor’s funds.",faculty_news
the student does not need a travel authorization for virtual or in-state ga travel for a conference.,announce_event
"however, a travel authorization form is required prior to travel for out-of-state or international student conferences.",announce_event
"franklin college travel guidelines for graduate students bsc travel tips and tricks uga travel and expense information onesource travel instructions - for travel authorizations, reimbursement, and expense reports, contact the franklin college business services center at fcbsc5@uga.edu for assistance.",ask_contact_info
foreign travel assistance program graduate travel call for applications graduate degree programs graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association,ask_admissions
resources tuition and fees cpt/opt advisement/registration academic calendar schedule of classes acceptance of credit by transfer graduate student handbook university system of georgia international student manual funding school of computing ta/ra application ta policy and qualifications- guide to demonstrating english proficiency ita tep testing graduate assistant policy uga ta and teaching resources uga graduate school funding application for waiver of graduate out-of-state tuition ( g132)- ms thesis and phd students only.,ask_admissions
form is in gradstatus.uga.edu and due before last day of classes preceding the effective term.,ask_timeline
"economic advantage forms independent study/internship form - form is for access to directed study, csci 8990, masters or doctoral research, and thesis and dissertation courses, and internship.",ask_graduate_program
"form is to be signed by faculty instructor of the independent study course or graduate coordinator, for off- campus internships.",faculty_news
"students with off-campus internships and f1 visa must register for internship course, csci 7007 3 credit hours under his/her major professor crn.",faculty_news
"email faculty signed form to nathan shamaun nathan.shamaun@uga.edu , school of computing.",faculty_news
form is due for processing by 4pm on the last day of drop/add.,ask_timeline
"csci 7200 ms project form - this form is required for all school of computing graduate students who are taking csci 7200, in the second/final semester of csci 7200, and must be completed by reading day in second or final semester of degree program.",ask_academic_program
csci 7200 requires total minimum 4 credit hours.,ask_academic_program
two project professors are required for the ms project and to sign on the ms project form.,faculty_news
the student will register under major professor for csci 7200. the ms project form and ms project final report is to be uploaded to elc by reading day by final semester of the course.,faculty_news
"the form must be complete with signature of both project professors, student signature, and course final grade.",faculty_news
"csci 7200 is 2-6 credit hours, and is repeatable for up to 12 credit hours maximum.",ask_academic_program
late add form - use this form to late-add a csci course after the end of drop/add period.,ask_academic_program
"email form to instructor of course, and director school of computing.",ask_contact_info
student is responsible for submitting form to registrars office.,ask_contact_info
(there must be seats in the course!),ask_academic_program
( please be sure to check the impact of late-adding and withdrawing from a course with student accounts at stuacct@uga.edu).,ask_academic_program
graduate school form deadlines * all other forms are found on the graduate school website at http://grad.uga.edu/index.php/current-students/forms/ .,ask_timeline
core competency forms ms core competency form (thesis only) ms core competency form (non-thesis only) ms cybersecurity and privacy core competency form ( thesis only ) ms cybersecurity and privacy core competency form ( non-thesis only) phd core competency form effective spring 2025: committee signed core competency form + unofficial student athena transcript is to be uploaded to elearning commons (elc) to be reviewed and signed by graduate coordinator for core competency form approval.,ask_graduate_program
"both the core competency form and unofficial transcript is required for major professor, committee member, and graduate coordinator review and approval in gradstatus.",faculty_news
please be sure to provide transcript to your major professor and or committee members for program of study review and approval.,faculty_news
"students are to provide copy of signed core competency form and their athena unofficial transcript by email to major professor and/or committee members, which will be used to review a student's core competency form and program of study.",faculty_news
liming cai and kyu hyung lee graduate coordinators cs-grad-coordinator@uga.edu samantha varghese graduate student affairs coordinator slvargh@uga.edu graduate degree programs graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association,ask_admissions
doctor of philosophy in computer science phd exams comprehensive examination the student must pass the ph.d. comprehensive examination that covers the student's major and minor areas of study.,ask_graduate_program
the student is required to register for minimum 3 graduate credit hours in the semester of the comprehensive exam.,ask_academic_program
"advisory committee for doctoral candidates final doctoral program of study written comprehensive examination typically, each member of the advisory committee will prepare a multi-part question relevant to the students area of advanced study.",ask_graduate_program
the oral comprehensive exam should be provided to graduate coordinator's office by the student at least two weeks in advance of the exam .,ask_contact_info
contact the graduate coordinator/graduate coordinator assistant at cs-grad-coordinator@uga.edu to make the announcement to the graduate school.,ask_contact_info
the graduate coordinator's office completes the comprehensive exam announcement form (g118) in gradstatus at least 2 weeks in advance.,ask_contact_info
this exam requires that all members of the advisory committee be present and is open to both school faculty and graduate students.,faculty_news
graduate students may announce exam to graduate students by email to cs-grads@listserv.uga.edu .,ask_contact_info
graduate students may request by email to cs-grad-coordinator@uga.edu to announce the exam to cs faculty.,faculty_news
"administered by : advisory committee (all must be present) admission to candidacy the student is responsible for initiating an application for admission to candidacy (g162) in grad status once all requirements, except the dissertation prospectus and the dissertation, have been completed.",ask_admissions
the application for admission to candidacy for doctoral degrees must be filed with the graduate school at least two semesters before graduation.,ask_admissions
students planning to graduate the same semester they enter candidacy must be admitted to candidacy by the published deadline for candidacy during that semester and register for ten graduate hours of dissertation or other appropriate graduate credit.,ask_timeline
csci 9000 doctoral research may be taken at this time.,ask_graduate_program
this presentation should be open to both faculty and graduate students within the school.,announce_lecture
graduate students may announce exam to graduate students by email to cs-grads@listserv.uga.edu .,ask_contact_info
graduate students may request by email to cs-grad-coordinator@uga.edu to announce the prospectus to cs faculty.,faculty_news
"the major professor in consultation with the committee, is to email the graduate coordinator at cs-grad-coordinator@uga.edu to confirm the results of the prospectus, which must be filed for the student.",faculty_news
"while working on his/her dissertation, the student must enroll for a minimum of 6 hours of csci 9300 doctoral dissertation spread over at least two semesters.",ask_graduate_program
students may not register for this course until they have been admitted to candidacy.,ask_academic_program
"once the student's major professor has approved the final version of the dissertation, it will be distributed to the other members of the advisory committee, and a dissertation defense scheduled no sooner than three weeks after the distribution.",faculty_news
this exam requires that all members of the advisory committee be present and is open to faculty members and graduate students.,faculty_news
graduate students may announce dissertation defense to graduate students by email to cs-grads@listserv.uga.edu .,ask_contact_info
graduate students may request by email to cs-grad-coordinator@uga.edu to announce the dissertation defense to cs faculty.,faculty_news
graduate student initiates the approval form for doctoral dissertation and final oral examination in gradstatus.uga.edu and student's major professor and committee members will enter the results of the examination.,faculty_news
administered by : advisory committee (all must be present) online forms thesis and dissertation guide (2024) graduate degree programs graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association,ask_admissions
graduate advising there are different advisory committee processes for each of our graduate degrees.,ask_academic_program
"computer science graduate students are to see their major professor to discuss coursework and degree progress prior to the registration period, to clear their athena academic advisement hold.",faculty_news
"new students may contact the graduate coordinator for academic advisement, until a major professor is chosen.",faculty_news
ms in computer science (thesis option) ms in computer science (non-thesis option) ms in cybersecurity and privacy ( thesis and non-thesis options) ms in data science master of applied mathematical sciences doctor of philosophy in computer science general graduate advising contacts drs.,ask_contact_info
liming cai and kyu hyung lee ( computer science) graduate coordinators cs-grad-coordinator@uga.edu madison mccormick ( data science) student affairs professional madison.mccormick@uga.edu department of statistics (706) 542-5256 graduate degree programs graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association,ask_admissions
graduate admissions graduate admissions admissions application information is available online from the graduate admissions office or by email from gradadm@uga.edu .,ask_admissions
"answers to some frequently asked questions (faqs) submit the following information to graduate admissions with your application: application for admission, resume, statement of purpose, and unofficial transcripts ( undergraduate and/or graduate degrees) ( including degrees in progress).",ask_admissions
"if offered admission, official transcripts must be sent by the institution to university of georgia graduate admissions office or student must bring a sealed official transcript when on campus.",ask_admissions
"official gre scores are required for all ms applications in computer science (institutional code 5813) (within 5 years) - you may upload the unofficial copy when you apply, but official gre scores must be received by the graduate school for review and final decision.",ask_admissions
"the gre is optional beginning spring 2025, for phd csci applications to the school of computing.",ask_admissions
official toefl or official ielts ( international applicants only) ( within 2 years)- can be submitted electronically by choosing university of georgia graduate admissions as recipient when sending scores.,recognize_award
"all international applications require official toefl or ielts, unless waived by graduate school.",ask_admissions
note: we do not provide graduate application fee waiver.,ask_admissions
all applicants are required to pay application fee for admission.,ask_admissions
"now accepting completed international applications for fall 2025 ( to begin august 2025) until april 15th, 2025. now accepting completed domestic applications for fall 2025 ( to begin august 2025) until july 1, 2025. all application documents are uploaded to the application and official test scores should be sent to uga graduate admissions office only.",ask_admissions
please check the status in your application portal.,ask_admissions
fall 2025 graduate applications is priority at this time.,ask_admissions
questions to defer your application or admission to a future term?,ask_admissions
"email graduate admissions at gradadm@uga.edu school of computing graduate assistantship applications deadlines for completed applications: international applicants: fall - april 15th spring-october 15th domestic applicants: fall -july 1st spring-november 15th mailing addresses graduate admissions office: university of georgia graduate school brooks hall 310 herty drive athens, ga 30602 (706) 542-1739. email: gradadm@uga.edu school of computing: dr. liming cai, professor and graduate coordinator, 638b boyd research and education center, athens, ga 30606 dr. kyu h. lee, professor and graduate coordinator, 544 boyd research and education center, athens, ga 30606 706-542-2911 email: cs-grad-coordinator@uga.edu need help?",faculty_news
please contact graduate admissions office gradadm@uga.edu (706) 542-1739 (voice) (706) 542-6330 (fax) dr. liming cai graduate coordinator cs-grad-coordinator@uga.edu dr. kyu h. lee graduate coordinator cs-grad-coordinator@uga.edu samantha varghese graduate student affairs coordinator slvargh@uga.edu 706) 542-3477 apply now graduate degree programs graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association,ask_admissions
graduate student handbook download pdf version graduate degree programs graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association,ask_admissions
graduate student forms graduate program timeline all theses and dissertations must be submitted electronically.,ask_graduate_program
please note the deadlines below that pertain to your desired graduation date.,ask_timeline
"if you have applied for graduation and find you will not be able to meet one of the deadlines, you must notify the graduate school prior to the deadline or your file may be placed on inactive status.",highlight_achievement
email: gradinfo@uga.edu .,ask_contact_info
"graduate students must register for a minimum of 3 hours in at least two semesters per academic year (fall, spring, summer), including the 3 hours of graduate credit required during the semester in which degree requirements are completed.",ask_academic_program
"to review the graduate enrollment policy, please click here .",ask_academic_program
view timeline master's students advisory committee form you must submit an grad advisory committee form (thesis students only) during your first year of graduate work.,ask_timeline
this form should be filed before the end of your first year of course work.,ask_academic_program
"non-thesis ms students do not require a full committee, but should use the graduate advisory committee portal to assign the major professor or faculty supervisor.",faculty_news
"this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
"this form is available on the gradstatus website.this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
"ms core competency form (thesis only) this form is to be certified and signed by the major professor, advisory committee, and graduate coordinator, by the end of the second semester or beginning of the third semester from the time of your enrollment in the program.",faculty_news
ms core competency form (non-thesis only) this form is to be certified and signed by the major professor and the graduate coordinator by the end of the second semester or beginning of the third semester from the time of your enrollment in the program.,faculty_news
"ms cybersecurity and privacy core competency form ( thesis only) this form is to be certified and signed by the major professor, advisory committee, and graduate coordinator, by the end of the second semester or beginning of the third semester from the time of your enrollment in the program.",faculty_news
"ms cybersecurity and privacy core competency form ( non-thesis only) this form is to be certified and signed by the major professor, graduate coordinator by the end of the second semester or beginning of the third semester from the time of your enrollment in the program.",faculty_news
"this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
"this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
"independent study/internship form this f orm is for access to directed study, csci 8990, masters or doctoral research, and thesis and dissertation courses, and internship.",ask_graduate_program
"form is to be signed by faculty instructor of the independent study course or graduate coordinator, for off- campus internships.",faculty_news
"students with off-campus internships and f1 visa must register for internship course, csci 7007 3 credit hours under his/her major professor crn.",faculty_news
email faculty signed form to school of computing main office admin.,faculty_news
by 4pm of last day of drop/add period for the respective term.,ask_timeline
"csci 7200 ms project form - this form is required for all school of computing graduate students who are taking csci 7200, in the second/final semester of csci 7200, and must be completed by reading day in second or final semester of degree program.",ask_academic_program
csci 7200 requires total minimum 4 credit hours.,ask_academic_program
two project professors are required for the ms project and to sign on the ms project form.,faculty_news
the student will register under major professor for csci 7200. the ms project form and ms project final report is to be uploaded to elc by reading day by final semester of the course.,faculty_news
"the form must be complete with signature of both project professors, student signature, and course final grade.",faculty_news
"csci 7200 is 2-6 credit hours, and is repeatable for up to 12 credit hours maximum.",ask_academic_program
this form should be filed before the end of your first year of course work.,ask_academic_program
"this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
"phd core competency form this form is to be certified and signed by the major professor, graduate coordinator, and advisory committee by the end of the second semester or beginning of the third semester from the time of your enrollment in the program.",faculty_news
"this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
program of study phd students must submit a program of study form for approval by the dean of graduate school by the time the notification of the preliminary oral comprehensive examination is given.,ask_graduate_program
you have to make sure that this form is approved before your oral comprehensive examination is scheduled.,ask_timeline
"this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
"format check before defending your doctoral dissertation, you must submit one complete copy of your thesis or dissertation for a format check with graduate school.",ask_graduate_program
"electronic thesis and dissertation (etd) submission approval form before scheduling your doctoral dissertation defense, you must submit the final etd approval form and a corrected copy of thesis/dissertation.",ask_graduate_program
"this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
approval form for doctoral dissertation and final oral examinatio n the student initiates this form in gradstatus.,ask_graduate_program
"this form requires approval of major professor, committee members ( if applicable), and graduate coordinator.",faculty_news
"application for admission to candidacy this form is initiated by the student, after completing the oral/written comprehensive exams, and must be approved by your major professor, committee members, and the graduate coordinator and filed with the graduate school.",faculty_news
"you must notify the school of computing office of the oral comp exam, two weeks in advance of the oral exam date.",ask_contact_info
"forms graduation application for graduation [ instructions ] late filing for graduation [ instructions ] graduation ceremony info ( only edd, drph, phd, dma) graduation commencement graduate degree programs graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association",announce_event
she holds a masters in business administration from southern new hampshire and is an alumni of georgia.,ask_graduate_program
"she is currently advising computer science students and joined the office of academic advising in 2023. she loves traveling, true crime podcasts, and anything food related.",ask_contact_info
contact information tanacial@uga.edu other information directory soc leadership faculty graduate students staff administration,faculty_news
"according to the white house, cybersecurity threats represent one of the most serious economic and national security challenges we face, but one for which we are not yet adequately prepared to counter.",highlight_achievement
admission requirements: 1. open to uga/non-uga students with a bachelor's degree.,ask_undergraduate_program
2. apply online thru uga graduate admissions.,ask_admissions
applicants must submit separate applications when seeking a certificate and a degree.,ask_admissions
admission to the certificate does not guarantee admission to the ms degree.,ask_academic_program
application deadlines are the same as ms/phd for fall/spring semesters.,ask_admissions
graduate degree programs ms in computer science (thesis option) ms in computer science (non-thesis option) ms in cybersecurity and privacy ms in data science master of applied mathematical sciences doctor of philosophy in computer science graduate certificate in cybersecurity graduate student forms graduate student handbook graduate advising graduate admissions phd exams graduate student resources graduate student travel graduate financial assistance frequently asked questions graduate student association,ask_admissions
"doctor of philosophy in computer science overview of degree the doctor of philosophy (ph.d.) in computer science at the university of georgia is an advanced, intensive program offered by the school of computing and designed to take students to the frontiers of knowledge in one of a number of key areas of computer science.",ask_academic_program
"admission requirements in addition to the general policies set forth in the graduate bulletin , the following school policies apply to all applicants: a bachelor’s degree or master’s degree is required, preferably with a major in computer science or an allied discipline.",ask_undergraduate_program
students with insufficient background in computer science must take undergraduate computer science courses to remedy any deficiencies (in addition to their graduate program).,ask_graduate_program
a sufficient background in computer science must include at least the following courses (or their equivalent): course name description math 2250 calculus i (differential calculus) math 2260 calculus ii (integral calculus) csci 1301 introduction to computing and programming csci 1302 software development csci 1730 systems programming csci/math 2610 discrete mathematics for computer science csci 2670 introduction to theory of computing csci 2720 data structures admission to this program is highly selective; students with a record of academic excellence have a better chance of acceptance.,ask_academic_program
students with exceptionally strong undergraduate records may apply for admission to the graduate program prior to fulfilling all of the above requirements.,ask_graduate_program
"the gre is optional beginning spring 2025, for phd csci applications to the school of computing.",ask_admissions
"three letters of recommendation are required, preferably written by university professors familiar with the student's academic work and potential.",faculty_news
"an one or two-page personal statement outlining the student's background, achievements, and future goals is required.",recognize_award
a recent copy of his/her resume as part of the application packet.,ask_admissions
"graduate school requirements additional requirements are specified by the graduate school (application fee, general application forms, all transcripts, etc.).",ask_admissions
detailed admissions information may be found at graduate school admissions .,ask_admissions
"university of georgia graduate school brooks hall 310 herty drive athens, ga 30602 phone: 706-542-1739 fax: 706-542-6330 http://grad.uga.edu e-mail: gradadm@uga.edu applications are processed on a year round basis.",ask_admissions
please visit the graduate school for application submission deadlines .,ask_admissions
curriculum there are a number of requirements for the ph.d. degree.,ask_academic_program
"two of the requirements, the preliminary focus and the primary focus, are coursework related.",ask_academic_program
preliminary focus the preliminary focus consists of at least 12 credit hours of resident graduate coursework.,ask_academic_program
this includes: at least 12 credit hours of core csci graduate coursework at the 6000-level (see “core curriculum” below); students who have already earned an m.s.,ask_graduate_program
degree in computer science may petition the graduate coordinator to substitute equivalent graduate-level courses from their m.s.,ask_graduate_program
program for one to three core csci graduate courses .,ask_academic_program
students with no previous graduate coursework or with graduate coursework that only partially covers the requirement will need to fulfill the rest of the preliminary focus requirement.,ask_academic_program
"examples of situations in which a student would need to fulfill the preliminary focus requirement include: (a) students with graduate work in another discipline, (b) students with graduate coursework that does not cover all areas of the core listed below, and (c) students without previous graduate coursework.",ask_academic_program
the students must provide relevant information on their doctoral core competency certification form .,ask_graduate_program
the preliminary focus requirement is designed to provide a common baseline for all students seeking to earn their ph.d. degree at uga.,ask_academic_program
"in particular, coursework taken to satisfy the preliminary focus requirement may not be used to satisfy any portion of the primary focus requirement, and vice versa.",ask_academic_program
"upon core competency certification, doctoral student must submit annual progress reports ( every spring term) to their major professor for approval by them and the graduate coordinator.",faculty_news
core curriculum (preliminary focus item #1) at least one course from each of the following three groups must be taken: group 1: theory csci 6470 algorithms csci 6480 approximation algorithms csci 6610 automata and formal languages group 2: software design csci 6050 software engineering csci 6370 database management csci 6570 compilers group 3: system design csci 6720 computer systems architecture csci 6730 operating systems csci 6760 computer networks: technology and application csci 6780 distributed computing systems the core curriculum consists of a total of 12 graduate credit hours .,ask_admissions
this takes the form of achievement in core curriculum and completion of a short essay in their chosen area of research demonstrating technical writing and organization skills.,recognize_award
students entering the ph.d. program with a previous graduate degree sufficient to cover this basic knowledge will need to work with their advisory committee to certify their core competency.,ask_academic_program
"a grade average of at least 3.56 (e.g., a-, a-, b+) must be achieved for the three core courses.",ask_academic_program
