sentence,intent
how can filmmakers capture the unpredictable unfolding of collective resistance when they are often positioned outside the community of striking workers?,unknown
"how does one depict the withholding of labor, which might seem to institute a “dead time” in which “nothing happens”?",unknown
sponsored by the willson center for humanities and arts' interdisciplinary modernism workshop.,unknown
all attendees are welcome.,unknown
"modsquad workshop graduate student workshop with kaitlin thurlow, english department and tara kraft, art history.",unknown
thurlow and kraft-ainsworth will present in-progress articles for workshop discussion and feedback ahead of publication.,unknown
their papers will be pre-circulated 2 weeks prior to the workshop.,unknown
"in the first half of the workshop dr. elkins will discuss her book, and in the second half she will lead the attendees in a hands-on crafts workshop, creating eco-printed artists' books (all craft materials will be supplied).",unknown
"we will pre-circulate a selection from dr. elkins' book: ""introduction: the weaver's handshake,"" ""chapter two: needlecraft feminism"" (centered on the modernist poet h.d.",unknown
"and her needlework designs), and two examples of short ""techne"" interchapters in which dr. elkins explores her own practice of the crafts she discusses, and reflects on how craft can serve as material, method, and theory, expanding the modernist archive and the means of engaging it (""techne iii inky depths""; ""techne vi common threads"").",unknown
dr. elkins will supply a list of craft materials for zoom attendees who would like to participate in the hands-on workshop in addition to the opening discussion.,unknown
book description from the oxford up website: crafting feminism develops a dynamic study of craft and art-making in modern and contemporary feminist writing.,unknown
"in evocative readings of literary works from virginia woolf to zadie smith, this book expands our sense of transartistic modernist scholarship to encompass process-oriented and medium-specific analyses of textile arts, digital design, collage, photography, painting, and sculpture in literary culture.",unknown
"by integrating these craft practices into the book's enlightening archive, elkins's theoretical argument extends a reading of craft metaphors into the material present.",unknown
"crafting feminism demonstrates how writers have engaged with handiwork across generations and have undertaken the crafting of a new modernity, one that is queer and feminist-threaded, messy, shattered, cut-up, pasted together, preserved, repaired, reflected, and spun out.",unknown
"an avant-garde work of scholarship, this book interweaves queer research methods and interdisciplinary rigor with a series of surprising archival discoveries.",unknown
"making visible the collaborative, creative features of craft, elkins captivates readers with generous illustrations and a series of ""techne"" interchapters-interludes between longer chapters, which powerfully convey the symbiosis between feminist theory and method, and detail the network of archival influences that underpin this volume's hybrid approach.",unknown
"foregrounding the work of decentering patriarchal and eurocentric legacies of artistic authority, elkins champions the diverse, intergenerational history of craft as a way to reposition intersectional makers at the heart of literary culture.",unknown
"an original and compelling study, crafting feminism breaks new ground in modernist and visual studies, digital humanities, and feminist, queer, and critical race theory.",unknown
"begun in 2012, the project has advanced in an aleatory, rhizomatic way.",unknown
dr. zawacki has invited us to read this blog on the project prior to the workshop: https://www.poetryfoundation.org/harriet-books/2019/04/a-whole-other-system-paris-photo-graff-continued,unknown
an optional reading will be pre-circulated on the listserv in advance of the workshop.,unknown
his artworks investigate the significance of punjabi traditions in the context of south asian disaporic experiences in britain.,unknown
"as timothy brennan argues, postcolonial studies b r i n gs to g e th e r “ g lo b a li z ing fea tu r e s of wo r ld histo r y a nd hum a n s o c i e t i e s” and “ c oloni a l p rac ti ce s a nd a nti c oloni a l c h a ll e n g e s”.",unknown
"the interdisciplinary approach embraced by postcolonial studies provides a variety of academic tools and perspectives to study the social, cultural, and psychological aftermath of colonialism and the identity crisis generated in the wake of decolonization.",unknown
independence efforts in the indian subcontinent following the world war ii as well as the grassroots movements targeting colonial regimes in northern africa have paved the way towards a rethinking of the power dynamics by challenging eurocentric and orientalist ways of defining the other.,unknown
"an important aspect of this critical approach is to scrutinize the dehumanization and exploitation of the native under colonial rule (albert memmi, aime cesaire), the formation of national consciousness (bill ashcroft et al.",unknown
"), and the role of violence in establishing sovereign states as well as sovereign individuals (fanon).",unknown
"), it helps evaluate the shifting significations of “home”—for those who cross borders to abandon their homes of origin to adopt new ones, as well as those who remain in their “natural” homes only to witness significant transformations around them.",unknown
"as we enter the 21st century, postcolonial literature and theory helps reinvigorate rece nt d e b a t e s on “ w o r ld” a nd “ g lob a l” lit e r a t u res , neocolonialism, n e olib e ra lism, decoloniliaty with an eye toward redefining humanism and secularism in new contexts.",unknown
our approaches to these topics are similarly diverse.,unknown
"the department has hosted readings by three prominent irish poets: ciaran carson, michael longley, and paul muldoon.",unknown
"the study of rhetoric and composition at the university of georgia provides students with a foundational understanding of rhetorical theory, the history of rhetoric, composition theory and pedagogy, and rhetorical approaches to literary texts.",unknown
"additionally, students can pursue the study of writing within the emerging field of electronic textuality and its relation to other areas of study, such as humanities computing and literary theory.",unknown
students who select rhetoric and composition as one of their areas of specialization do so with varying purposes: some students seek to supplement their traditional literary studies with principles of rhetorical analyses; others wish to prepare themselves more fully to teach writing at the secondary or college level; and still others aim to pursue an academic career in rhetoric and composition.,unknown
"we are pleased that our students have done well on the job market, taking tenure?track jobs at institutions such as the university of mississippi, the university of carolina at greensboro, virginia military institute, virginia institute of technology, columbus state university, millsaps college, belmont abbey college, and kennesaw university.",unknown
students who elect to pursue the m.a.,unknown
"additionally, students complete an appropriate capstone project, such as a thesis.",unknown
the topics of recent m.a.,unknown
"theses have ranged from a study of rhetoric and the law in the merchant of venice, a examination of rhetorical theory and the novels of tim o'brien, to a rhetorical analysis of pharmaceutical advertising.",unknown
with a concentration in rhetoric and composition should be of interest to students who wish to teach at the secondary or college level after obtaining the m.a.,unknown
or who wish to pursue doctoral studies in rhetoric.,unknown
students pursuing a ph.d. in english at uga are required to select and to be examined on three areas of specialization.,unknown
"the reading list will include standard texts in the history of rhetoric and in rhetoric and composition, but it may be shaped to reflect the student's other interests and projected dissertation topic.",unknown
"for instance, past students have combined an interest in historical rhetoric and medieval studies, rhetoric and composition and creativity theory, rhetoric and african-american literature, feminism and composition, rhetoric and the new journalism, composition and creative writing, rhetoric and composition and the essay as a genre, rhetoric and composition and romanticism, rhetoric and the twentieth-century novel, rhetoric and scientific writing, and rhetoric and electronic textuality.",unknown
advanced students may also serve as tutors in the uga writing center.,unknown
"although often stereotyped as the “nation’s other,” the south has participated in every military conflict since the civil war, and like the nation, has been transformed by the rise of cities, multinational corporations, and webbed systems of transportation and communication.",unknown
"increasingly, it has interacted - as it always has - with the circumcaribbean, through trade, political ruptures and treaties, cultural exchanges, and mutual cultural influences, particularly music, art, and dance.",unknown
"as a crucial component of southern culture, southern literature has mapped histories of native americans, diasporic africans, colonization, slavery, immigration, agriculture, industrialization, and increasingly, urbanization.",unknown
"while the study of southern cultures once was concentrated in literature and history, it has expanded to include food studies, climate studies, race and gender studies, ethnic studies (especially african american and native studies), queer studies, and popular culture, which includes film, television, graphic works, music, and digital media.",unknown
"these developments have been absorbed by the “new southern studies,” which has generated many new approaches to the u.s. south and its larger configurations with the circumcaribbean, the hemisphere, and the atlantic world.",unknown
"critics such as richard gray, patricia yaeger, martyn bone, harriet pollack, thadious davis, jose limón, trudier harris, keith cartwright, anna brickhouse, gary richards and susan donaldson have put a new slant on the field of southern literature.",unknown
"also, the configuration of the u.s. south with the caribbean has brought in theoretical perspectives from figures such as édouard glissant, j. michael dash, valérie loichot, deborah cohn, and vincent pérez.",unknown
"historians such as david blight, marcus rediker, rebecca j. scott, matthew guterl, nell painter, michael trouillot, daniel heath justice, chadwick allen, and rod ferguson and others have reshaped our concepts of southern and circumcaribbean history.",unknown
"many uga students hail from the south, so this focus on its cultural history and heritage comprises a valuable and magnetic mirror, one that reflects the confluences, conflicts, and inheritance of a polyglot people.",unknown
this southern studies concentration thereby offers a valuable foundation for negotiations with our nation’s present and futures.,unknown
register at this link.,unknown
sponsored by lamar dodd school of art visiting artist series,unknown
students frequently write dissertations within a wide array of critical approaches: cultural and interdisciplinary studies; feminist criticism and women's writing; formalist and textual analysis; performance studies; folklore; shakespearean and other appropriations; and rhetorical approaches to literature.,unknown
"students are encouraged to develop methods and archival research skills appropriate to their area of the study, and to draw upon uga’s medieval and early modern strengths in departments like history, theater, romance language, and germanic languages.",unknown
"the lively graduate-student-run early modern union of scholars (emus) has organized a meeting of the southeastern renaissance conference, while students of earlier literatures participate in the georgia medievalists’ group.",unknown
"our graduate students have published in explicator , magistra , renaissance papers , the blackwell companion to early modern women's writing , and shakespeare bulletin .",unknown
research opportunities abound for graduate students of early literatures at uga.,unknown
"rowse, and has a fair number of early modern printed books.",unknown
"our electronic resources include literature online, early english books online, iter, the middle english compendium, project muse, jstor, and the world shakespeare bibliography, all accessible through galileo, the libraries’ database collection.",unknown
surrealism; media theory) and on individual theorists (e.g.,unknown
benjamin; barthes).,unknown
"philosophy, comparative literature, and romance languages).",unknown
"today, the field is dominated by mark-up languages--the ""ml"" in html, sgml, uml, and xml--the meta-language used to ""tag"" writing for machine processing (searching, display) and thus the crucial new dimension of textual information in the 21st century.",unknown
"content, however, is the real object of mark-up.",unknown
"mark-up language is also ly related to ""scripting,"" the specialized form of programming by means of which text operations are typically carried out on computers and web pages are made to be interactive.",unknown
"programming languages are typically taught in computer science and artificial intelligence, while mark up and humanities techniques like “writing for the web” are featured in dh.",unknown
"students begin their training with introduction to humanities computing, and may then follow their interests in a number of directions including interdisciplinary study.",unknown
"notable dh projects in the department include: the linguistic atlas project, www.lap.uga.edu < http://www.lap.uga.edu >, the site through which the atlas distributes text and audio materials related to american english, especially using gis tools dh students will have opportunities to participate in such research, in addition to opportunities for teaching experience.",unknown
english language studies (els) considers the history and present status of the english language.,unknown
study of the english language is an important tool for the study of literature.,unknown
"to paraphrase cs lewis, in the older periods you know what you don't understand, but in more recent periods the apparent similarity of the words of the text to contemporary usage can mislead us.",unknown
"words like liberal and conservative, nature and world, require historical perspective before we can understand them fully in either the literature of historical periods or in the present day, when different authors compete to drive their meanings in particular directions.",unknown
"so, too, literature can be an important source of evidence for the study of the language across cultures, regions, nations, and time.",unknown
"while students can acquire training in syntax, phonology, and other sub-disciplines of linguistics through georgia's interdepartmental linguistics program, els students begin with history of the english language and develop the knowledge and skills appropriate for, at the ma level, further study in the language or a literary period or commercial jobs that demand control over language.",unknown
"at the doctoral level, students will compete for jobs as ""dr. language person"" in an english department where they can teach and do research in conjunction with the work of their colleagues in literature, creative writing, and digital humanities.",unknown
"els at georgia features internationally-prominent research in: language variation, especially through the linguistic atlas project, www.lap.uga.edu, the national center supported by the american dialect society for survey research on american english.",unknown
"corpus linguistics, the construction and analysis of large bodies of text by computer in the tradition of firth and sinclair, whether for literary (as in the study of style), commercial, or linguistic purposes.",unknown
"els students will have opportunities to participate in such research, in addition to the opportunities for teaching experience available to graduate students in english.",unknown
"the strengths of els at georgia naturally suggest, but do not require, some affiliation with digital humanities (see the description under ‘areas of study’).",unknown
find out more about english ab / public administration mpa find out more about english ab / middle grades education mat (social studies and language arts) the ab/ma in english is designed for our most ambitious and intellectually adventurous students.,unknown
"students with an ma in english go into professional writing, nonprofit management, university administration, secondary and post-secondary education, publishing, marketing, and more.",unknown
"for complete information about the doubledawgs program at uga, please see http://doubledawgs.uga.edu/ .",unknown
questions about the ab/ma in english can be directed to the graduate coordinator.,unknown
note that admission to the pathway does not guarantee admission to the ma program.,unknown
engl 6890 – research methods students will apply to the english ma program during the fall of their fourth year.,unknown
the franklin college office of transfer academic services (otas) recognizes and values transfer students as an integral part of the uga student body.,unknown
"transfer students make up approximately 20% of the nearly 13,000 franklin college undergraduates.",unknown
"view our english transfer faq request pre-admission advice view transfer planning guide once you are on campus, the office of transfer academic services is here to support you.",unknown
"katherine field, coordinator: kfield@uga.edu sabine adair, student affairs professional: sadair@uga.edu in order to further welcome and engage our incoming students, otas has brought aboard 12 transfer ambassadors .",unknown
the ambassadors represent and serve as resources for the franklin college transfer student population.,unknown
"once you’re on campus, these transfer tips from our transfer ambassadors can help!",unknown
"eighteenth-century studies at uga emphasizes a variety of literary and conceptual approaches to the period, with particular strengths in feminist scholarship, science and literature, interdisciplinary studies, literary history, material culture, and transatlantic print culture.",unknown
"graduates of the program have continued on to tenure-track positions and successful teaching and research careers at liberal arts colleges, state universities, and research institutions.",unknown
they are viewable also from the links below.,unknown
"(bio) 2. on writing essays (ire) 3. racism as mass insanity: an analysis of ""on being crazy"" (essay 1) 4. a macro-analysis of the racialized world (essay 2) 5. fixing a hole (revision) 6. she played by her lonesome (peer review) 7. my head is in the clouds (wild card) john henline (engl 1101) 1. allow me to introduce myself (biography) 2. exploring silence (essay 1) 3. personal finance in cultural and social capital (essay 2) 4. another day, another rhetorical device (ire) 5. peering in (peer review) 6. say what you say (revisions) 7. things to avoid when writing good (wildcard) andrea morrison (engl 1102) 1. how we killed the loch ness monster (biography) 2. creation (essay 1) 3. observation (essay 2) 4. introductory reflexive essay (ire) 5. communication (peer review) 6. integration (revison) 7. expectation (wild card) akilah alexander (engl 1102) 1. akilah alexander (biography) 2. madman or rebel?",unknown
(essay 1) 3. so it goes with god (essay 2) 4. before the big screen (ire) 5. critical reception (peer review) 6. script breakdown (revisions) 7. movie score (wild card) alyssa shrewbury lauren rich adam howington ashlyn williams kaj hansen meredith elder stephanie tan ravi srivastava brad lathrop blair christensen 2010-2011 moran eportfolios brittany scott taylor stark courtney purvis victoria moreira 2009-2010 moran eportfolios trevor spears katie alifarhani teneil salmon 2008-2009 moran eportfolios jessica lundy charlotte byram anita george 2007-2008 moran eportfolios liti nguyen judyth lee,unknown
franklin college evaluation website,unknown
there are different varieties of english 1101 classes and instructors design their own syllabi.,unknown
students must either place into english 1101 or pass out of the academic enhancement program.,unknown
"the following outcome statements are linked to threshold concepts, or ideas that promote transformation and growth.",unknown
"students will write a minimum of three essays (1,000-1,500 words or longer) that count for at least 50% of the students' final grades.",unknown
"in addition to writing papers and doing other work, all students will create a final electronic portfolio that counts as 30% of their final grade.",unknown
"to enroll in english 1102, students must have either exempted english 1101 or passed it with a “d” or better.",unknown
"for more information on plus-minus grading, refer to the uga bulletin's q&a page on plus-minus grading policies.",unknown
faq #9 is particularly relevant to the requirements of first-year writing.,unknown
"the content also varies: while english 1101 focuses on different varieties of non-fiction writing, english 1102 focuses on informational, analytical, and argumentative writing through literary texts in various genres; as in english 1101, research and critical thinking skills are also emphasized.",unknown
there are different varieties of english 1102 classes and instructors design their own syllabi.,unknown
"in english 1102 students will learn to: students will write a minimum of three essays (1,000-1,500 words or longer) that count for at least 50% of the student’s final grade.",unknown
"in addition to writing papers and doing other work, all students will create a final electronic portfolio that counts as 30% of their final grade.",unknown
schilb and clifford.,unknown
"making literature matter , 6th edition.",unknown
"any standard college dictionary, such as: honors students have the option of substituting for english 1102 either english 1050h (composition and literature) or english 1060h (composition and multicultural literature).",unknown
special sections of english 1101 and 1102 are reserved for students who have a native language other than american english and who can benefit from an english for speakers of other languages (esol) emphasis in these classes.,unknown
"students enroll only with the permission of the department (pod), but the classes are not marked differently on their transcripts.",unknown
"the esol sections, like classes for native speakers, focus on writing academic argument in english 1101 and writing about literature in english 1102. first-year writing classes for esol offer non-native speakers opportunities for vocabulary development, for grammar practice, and for orientation to american styles of writing and organization.",unknown
"residents of the united states whose first language is not american english, as well as international students, may qualify for these classes.",unknown
"students in 1102e meet all the standard fyw engl1102 requirements while completing a series of units (or ""modules"").",unknown
"students work as a cohort between specified dates, but do not meet as a group during particular class times, either online or face-to-face.",unknown
experienced instructors may design a special topics version of fyw that is approved in advance by the first-year writing committee.,unknown
the ultimate goal of service-learning is to promote students' civic and academic learning while contributing to the public good.,unknown
"fyw digital learning labs: park 117, 118, 119 the fyw digital learning labs are located on the first floor of the new wing in park hall.",unknown
lab 118 is open to students and instructors every week day 8:00-5:00 m-f for performing elw-related tasks such as uploading and peer reviewing and for technical assistance with elw.,unknown
we have two labs designated as teaching spaces: a limited number of laptops will be available for checkout for use in the labs during the class period.,unknown
students must bring their uga id card to lab 118 to check out a laptop.,unknown
guidelines for writing the introductory reflective essay (rtf) portfolio grading rubric (rtf) the portfolio project helps you develop into a proficient writer by offering you multiple opportunities to practice and demonstrate to others your mastery of writing as an art.,unknown
"in this class, students will write a minimum of three graded papers plus other pieces of writing assigned by the teacher.",unknown
the portfolio will count as 30% of your final grade and will replace the final examination as the culminating measure of your achievement in engl 1101 or engl 1102 this semester.,unknown
"for both students and teachers, portfolios offer many advantages over other forms of assessment.",unknown
"first-and probably most important, from the student’s point of view-writers gain more control over their writing and therefore over their grades.",unknown
"instead of demonstrating your skill in a single essay, the final examination, you will create, select, revise and polish different pieces for the portfolio throughout the semester.",unknown
"within boundaries established by the first-year writing program, you select the pieces to include in your portfolio; you will have opportunities to consult with your teacher and peers about the portfolio’s contents and to revise those pieces you choose to include; finally, you will have an opportunity to explain the merits of your portfolio as part of the assessment process.",unknown
"for the same reasons, teachers also like this method of evaluation: including portfolios in writing assessment allows them to focus on revision, on improvement, and on a process of collaboration among student, teacher, and peers.",unknown
what is in the portfolio?,unknown
"as stated in the fyw handbook , students in the first-year writing program write a minimum of three graded papers.",unknown
"for your final assessment, you will compose and submit for evaluation an electronic portfolio that includes the following seven components: a biography of the portfolio author and, if you like, a picture of yourself or other image.",unknown
"the biography should provide a short introduction to you, the author of the portfolio.",unknown
you may include a photo of yourself or an image that relates to ideas discussed in your portfolio.,unknown
the goal of your biography should be to introduce yourself as a writer .,unknown
the introductory reflective essay.,unknown
"the most important element in your portfolio, the introductory reflective essay (ire) (usually 750-1500 words) ties together all the exhibits in your portfolio; it helps you describe and reflect on your writing processes, with your exhibits providing the supporting evidence .",unknown
"these pieces provide evidence of your best critical thinking, argumentative strategies, prose style, and editing skills.",unknown
they represent your most “finished” pieces of writing.,unknown
one revision exhibit that demonstrates your composing process and revision skills.,unknown
"for this exhibit, students typically present a portion of a paper (e.g., a paragraph or the thesis statement); and demonstrate the development of this piece of writing through several drafts.",unknown
your task is to clearly show how your writing changed between drafts and to include explaining commentary on your revision process to readers.,unknown
one peer review exhibit that demonstrates your work in reviewing or responding to the work of other writers.,unknown
"again, your task is to demonstrate the quality of your work and to explain your peer review process.",unknown
one wild card submission.,unknown
some students create new exhibits especially to fit with their portfolio theme.,unknown
"in thinking about selecting or creating a wild card, consider how it fits into your overall portfolio rationale.",unknown
"while your instructor may have you turn in artifacts to elw for workshopping and peer review, you will turn in your final portfolio to elc under ""assignments.""",unknown
there are resources describing the process of submitting a portfolio in elc: a video and a text document.,unknown
"the first-year writing program at uga introduces 4,500-5,000 students a year to college-level academic writing.",unknown
"eportfolios allow students to showcase their best work, to reflect upon their own writing practices, and to present their writing in a persuasive manner to a range of readers.",unknown
the uga first year writing program was a member of cohort 2 of the inter/national coalition of electronic portfolio research and in 2007 submitted a final report to that body.,unknown
"in 2010-2013, the fyw program participated in cohort 6 of the inter/national coalition of electronic portfolio research; the research topic was assessment.",unknown
"a collaboration between the uga writing center, division of biology, first-year writing, and the writing intensive program, the project involved a study of how advanced humanities writers respond to biology lab reports in order to isolate science writing knowledge gaps (2018).",unknown
the first-year writing program uses technology to help students develop their written communication.,unknown
among these tools is elearning for writers (elw).,unknown
most university students will take english 1101 and 1102 during their first year at uga.,unknown
"complete information about placement is available on the ""credit from testing"" page on the registrar’s website .",unknown
students who earn a score of 3 or 4 on the national advanced language placement test in literature receive three hours of credit for english 1101; those who earn a score of 5 receive six hours of credit for english 1101 and 1102. all ap equivalencies are available on the registrar’s website .,unknown
"2. the international baccalaureate (ib) program: students who earn a score of 4, 5, or 6 on the international baccalaureate exam at the high level (hl) in english receive three hours of credit for english 1101; those who earn a score of 7 on the international baccalaureate exam at the high level (hl) receive six hours of credit for english 1101 and 1102. students who earn a score of 5, 6, or 7 on the standard level (sl) test receive three hours of credit for english 1101. all ib equivalencies are available on the registrar’s website.",unknown
"3. the departmental placement exam: beginning in fall 2003, students not placed by a national placement test will fall into two groups.",unknown
"students with an evidence based reading & writing (formerly known as satv) score of 590 and above or an act score of 26 or above will place automatically in engl 1101 and may register for that class without any further testing; if these students choose to do so, they may take the departmental placement exam voluntarily with an eye to exempting engl 1101 with three hours of credit.",unknown
students with an ebrw (formerly known as satv) score of 580 or below are required to take the departmental placement exam before registering for a first-year writing class.,unknown
specific information about the departmental english placement exam can be found at the testing services website's page on the exam.,unknown
"the departmental english placement test consists of two parts, mechanics and rhetoric.",unknown
a score of 22 (part 1) and 20 (part 2) will place students in english 1102 and give them three hours of credit for english 1101. students whose test scores indicate that they might have trouble in english 1101 will write an essay to determine whether they will be advised to take english 1101 or an academic enhancement class.,unknown
students should take the test at a first-year orientation session.,unknown
those who miss the test at orientation may take it later at university testing services in clark howell hall.,unknown
"however, the test is not open to students who have taken or are currently enrolled in first-year writing here or elsewhere.",unknown
"for more information, please call (706) 542-3183 or visit the university testing service website .",unknown
"because writing skills develop slowly over time and because in-class activities are crucial to the discussion-based format of the class and its community-building mission, students’ regular attendance is important in first-year writing.",unknown
instructors are neither required nor expected to re-teach material covered in class to students who were absent.,unknown
students who encounter a severe situation will only have those absences excused if the instructor receives notification of the situation from uga’s office of student care and outreach at the time of the situation.,unknown
it is the responsibility of the student to have sco send a message to their instructor verifying the severity of the situation.,unknown
"beyond what is described above, the only other excused absences are those listed under uga policy 4.06, jury duty, military service, and religious observances.",unknown
students incur no grade penalties for un-excused absences 1-6 (for classes that meet mwf) or un-excused absences 1-4 (for mw and tth classes).,unknown
it is the instructor’s responsibility to judge work and assign grades.,unknown
"consequently, students with questions about final grades should first discuss those questions with their instructors.",unknown
"if the problem cannot be resolved in discussion, students may prepare a grade appeal in writing according to the new guidelines established by the franklin college bylaws, article v. you may view the franklin college bylaws on the college website .",unknown
"the appeal to the instructor should contain a cover letter explaining the grounds for the appeal, and providing all relevant supporting documentation.",unknown
"3) if, after appealing to the instructor, the student is not satisfied, they may appeal to the fyw program director, per department of english bylaws.",unknown
the university assigns certain grades that are not computed in the grade point average.,unknown
the incomplete (“i”) is one of these.,unknown
"fyw teachers must obtain permission from the fyw office before assigning an ""i.""",unknown
a copy of this document must be filed in the fyw office along with a signed grade change from.,unknown
students who receive incompletes may have no longer than three semesters to complete all remaining work satisfactorily.,unknown
instructors can require that students complete work in a shorter period of time.,unknown
"if an “i” is not removed after three terms (including summer), it changes to an “f.” incompletes are assigned sparingly and at the discretion of the instructor and the director of the first-year writing program when a small amount of essential work remains.",unknown
"with your help, we can expand our intellectual vibrancy and make the university of georgia the south's literary center.",unknown
this option allows donors to make regular payments through eft from their banking institutions or by way of credit card charges.,unknown
"if you have questions about engl 1101/1102 or the first year writing program, please visit the first year writing website .",unknown
"at the core of our discipline lie the complex skills of reading and writing, and though these can be productively applied to a wide range of professional goals our own work as scholars and teachers strives to deepen our understanding of the critical and creative imagination.",unknown
"a sympathetic participation in the verbal worlds of other times and places, drawing on the full range of linguistic tools, historical knowledge, and interpretive experience at our disposal, allows our students to enhance their appreciation for expressive possibility.",unknown
"with your help, we can expand our intellectual vibrancy and make the university of georgia the south's literary center.",unknown
this option allows donors to make regular payments through eft from their banking institutions or by way of credit card charges.,unknown
candidates shall be either rising juniors or seniors.,unknown
early literature of the british isles 4060/6060: old english 4210/6210: old english literature 4220/6220: beowulf 4295/6295: topics in celtic studies* 4296: literature of medieval wales 1b.,unknown
medieval literature 4197: middle welsh 4225/6225: the age of cathedrals: literary culture in the high middle ages 4230: medieval literature 4240/6240: chaucer 4270: medieval romance 4290: topics in medieval literature* 1c.,unknown
4331 and 4331l: shakespeare on film.,unknown
students must sign up for 4331l along with 4331.,unknown
restoration and eighteenth-century british and american literature 4400/6400: restoration and eighteenth-century english drama 4420/6420: early eighteenth-century prose and poetry 4430: the eighteenth-century english novel 4440/6440: the age of johnson 4450: the global eighteenth century 4460: women in the eighteenth century 4470: eighteenth-century literature and the black atlantic 4480/6480: scottish literature of the eighteenth century 4490: topics in eighteenth-century literature* 4491 and 4491l: the eighteenth century on film.,unknown
students must sign up for 4491l along with 4491.,unknown
"4700: early american literature 4500: romantic literature 4501: romantic circles 4505: jane austen 4510: nineteenth-century british prose 4520: nineteenth-century british novel 4525w: charles dickens, writing intensive 4530: victorian literature 4540: victorian poetry 4550: britain, empire, and the global nineteenth century 4590: topics in nineteenth-century british literature* 4650: modern drama 4660: twentieth-century british and irish poetry 4670: twentieth-century british and irish novel 4675: twenty-first century british fiction 4680: modern irish literature 4685: postcolonial literature 4690: topics in twentieth-century british and irish literature* 4695: topics in postcolonial literature* 4698: james joyce 4620: african american poetry 4630: african american fiction 4642/6642-4642l/6642l: films about the american south.",unknown
students must sign up for the lab along with 4642/6642.,unknown
"4710: american renaissance 4712: edgar allan poe 4720: american realism and naturalism 4721: mark twain 4723: herman melville 4730: american novel to 1900 4740: southern literature 4742: georgia literature 4745: circumcaribbean literature 4750: american modernism 4760: contemporary american literature 4770: twentieth-century american poetry 4780: twentieth-century american novel 4790: topics in american literature* 4791: american autobiography 4795: william faulkner 4860: multicultural topics in american literature * 4874: literature and the civil war 4880: topics in african american literature* 4882w: black film matters: studies in african american film 4883w: from be-bop to hip-hop: essential voices in modern black music 4880: topics in african american literature 4884: contemporary african-american writing 4005/6005: history of the english language 4010/6010: american english 4040: language use in african american community 4050/6050: structure of african american english 4060/6060: old english 4080: language and complex systems 4100/6100: lexicography 4110/6110: english grammar 4170/6170: second language acquisition 4190: topics in english language* 4195/6195: celtic languages 4295/6295: topics in celtic studies* 4640: film as literature 4800w: intermediate creative writing: fiction 4801w: intermediate creative writing: poetry 4802w: creative writing: advanced fiction 4803w: creative writing: advanced poetry 4804w: topics in advanced creative writing 4805: editing and publishing 4810: literary magazine editing and publishing 4820: literary theory 4821: poetics: history and theory of the modern lyric 4822: texts, sex, and gender 4823: 20th-century poetics: imagism to the black arts movement 4824: special topics in poetics 4825: topics in literary theory* 4826: style: language, genre, cognition 4830w: advanced studies in writing, writing intensive.",unknown
repeatable once for credit.,unknown
"4831w: advanced studies in writing: the critical essay, writing intensive 4832w: writing for the world wide web, writing intensive 4833w: composition theory and pedagogy, writing intensive 4835: environmental literature 4836w/6836w: writing about health and medicine, writing intensive 4837w/6837w: digital storytelling, writing intensive 4864: history and theory of the novel 4865: studies in the novel before 1900 4866: studies in the novel after 1900 4870: folklore studies.",unknown
repeatable once for credit.,unknown
we advise you to use the areas as suggestions for concentration in a particular genre or field of english studies.,unknown
do you really love medieval literature or creative writing?,unknown
"this concentration prepares you for continuing your studies at the graduate and professional levels, whether in law, business, medical school or other programs.",unknown
"the track helps specifically with preparation for the gre subject test in english, emphasizing literary theory, advanced writing, and historical coverage.",unknown
a sister-concentration to linguistics.,unknown
"in this track, you will examine how english as a language functions and the interplay between language and literature.",unknown
if you love all things renaissance -- history or the languages or even the fashions -- this cross-departmental concentration provides the ultimate foundation in renaissance (or early modern) studies.,unknown
"focuses on early literatures and languages from the british isles, including work in old english and middle welsh.",unknown
combines work in a variety of disciplines and examines the literary and artistic productions of peoples historically under-represented in english curricula.,unknown
in this concentration you will examine how the way a thing is stated or formed affects/reflects meaning within the composition itself and the cultural circumstances that produced it as well.,unknown
"as such, please note that because of budgetary and staffing constraints, we cannot guarantee that students who have declared an area of emphasis will be able to complete it in any given year.",unknown
any student wishing to pursue an area of emphasis should see either the undergraduate coordinator or administrative coordinator for advisement at the start of the third year of study.,unknown
"known for its programs in computer science and information technology, the school offers a wide range for all undergraduates and graduates designed to meet the ever-evolving needs of the tech industry.",unknown
"emphasizing collaboration through industry and academia, the school equips graduates to thrive in each sector, and empowers them to drive innovation to excel in the dynamic field of computing.",unknown
"thursday, march 13, 2025 uga joins nextgenai consortium to accelerate ai innovation, education athens, ga. – the university of georgia is joining the nextgenai consortium, a partnership with 14 other leading research institutions and technology company openai to accelerate ai research and education.",unknown
"at the graduate-level, the department also offers a cyberscurity certificate program.",unknown
note that all admission decisions are handled by a committee.,unknown
"formed through the elevation of the department of computer science to a school, we have a broad mission related to computing advances and education across the entire campus.",unknown
"broadly, i view the objectives of the school of computing as the following: conduct excellent and broad research in core computer science to produce a highly ranked computer science program, which will also lead to better recognition of uga as a premier public research university.",unknown
emphasize interdisciplinary research activities involving computing to build on and enhance the university’s robust research enterprise across all academic disciplines.,unknown
be a comprehensive resource for the people and economy of the state of georgia.,unknown
i invite you to join us.,unknown
